probability,uncertainty,decision,true_label
2.7887019556753023e-05,1.824793176406017e-05,AUTO_APPROVE,0
1.0977526956897541e-05,9.674958606964055e-06,AUTO_APPROVE,0
0.00010690098473181329,8.828060441408474e-05,AUTO_APPROVE,0
2.3043537900472678e-05,1.2665317932911819e-05,AUTO_APPROVE,0
0.00047720065849716776,0.00025291403314782744,AUTO_APPROVE,0
4.066663132107351e-05,8.960229437190388e-06,AUTO_APPROVE,0
2.406738385616336e-05,2.135467904176268e-05,AUTO_APPROVE,0
1.7891923380375375e-05,9.829048848174316e-06,AUTO_APPROVE,0
6.784566200318901e-05,5.7177527147634346e-05,AUTO_APPROVE,0
3.8948932342464104e-05,1.8117223386734403e-05,AUTO_APPROVE,0
0.00021889233248657548,0.00023443419706793068,AUTO_APPROVE,0
0.000444781090967202,0.00024887249104655506,AUTO_APPROVE,0
4.507228356184593e-05,2.3405542982754998e-05,AUTO_APPROVE,0
1.6186238402345527e-05,1.39394340509082e-05,AUTO_APPROVE,0
5.7799665349496845e-05,3.949009959945668e-05,AUTO_APPROVE,0
1.9495721790008244e-05,1.148338660047658e-05,AUTO_APPROVE,0
8.17635204536297e-05,2.8257077633696347e-05,AUTO_APPROVE,0
2.6965220361792795e-05,1.654115054598692e-05,AUTO_APPROVE,0
1.2464698617501805e-05,1.526834149661298e-05,AUTO_APPROVE,0
0.0011532543586023772,0.000915395727986082,AUTO_APPROVE,0
5.7589260419869494e-05,4.386940300919304e-05,AUTO_APPROVE,0
0.00035609794346479857,0.0003773521056414988,AUTO_APPROVE,0
2.2498285276621272e-05,1.5495558029999244e-05,AUTO_APPROVE,0
1.9616935605881736e-05,1.5855025402312032e-05,AUTO_APPROVE,0
0.00025359455818640226,0.00023490569486290126,AUTO_APPROVE,0
9.854482935528114e-05,8.174072913234532e-05,AUTO_APPROVE,0
6.930058589205146e-06,8.545141574679789e-06,AUTO_APPROVE,0
0.00010284857659523066,4.785265215083608e-05,AUTO_APPROVE,0
1.8092104073730298e-05,1.8082074857366576e-05,AUTO_APPROVE,0
4.2125763623819994e-05,3.71639486312652e-05,AUTO_APPROVE,0
0.001041992950194981,0.000677565339342422,AUTO_APPROVE,0
7.545135316225544e-05,6.150191819104299e-05,AUTO_APPROVE,0
1.5937000474271674e-05,1.4697828680312196e-05,AUTO_APPROVE,0
4.7373831451598863e-05,1.6625224536771433e-05,AUTO_APPROVE,0
4.7518935389234684e-05,7.2104893714555076e-06,AUTO_APPROVE,0
4.6823353477520876e-05,4.173343470478696e-05,AUTO_APPROVE,0
4.434188352509712e-05,2.6802228696470102e-05,AUTO_APPROVE,0
5.513617058265178e-05,1.5143991698571258e-05,AUTO_APPROVE,0
2.179992115998175e-05,1.4230859421585986e-05,AUTO_APPROVE,0
0.0001162959955157324,6.35022539524026e-05,AUTO_APPROVE,0
5.002452126063872e-05,2.594565753652448e-05,AUTO_APPROVE,0
2.7090850683938093e-05,1.3475490167850376e-05,AUTO_APPROVE,0
1.1636147610261105e-05,1.6558621118078363e-05,AUTO_APPROVE,0
1.10151606349973e-05,6.287354793717892e-06,AUTO_APPROVE,0
0.00040692943027048986,0.0004503754579243325,AUTO_APPROVE,0
0.0002974707527755527,0.0003064658192033771,AUTO_APPROVE,0
2.2243686422977287e-05,1.2670871331629347e-05,AUTO_APPROVE,0
0.0002925926832782958,0.0002478150928927098,AUTO_APPROVE,0
5.338496169618642e-05,2.179055484644322e-05,AUTO_APPROVE,0
0.0001157787273162588,4.731741917864606e-05,AUTO_APPROVE,0
8.622495358091934e-05,6.366567207858874e-05,AUTO_APPROVE,0
7.134892378720299e-05,1.7415530090476954e-05,AUTO_APPROVE,0
6.930058589205146e-06,8.545141574679789e-06,AUTO_APPROVE,0
8.474140522594099e-05,5.042068875379192e-05,AUTO_APPROVE,0
3.1100060247505705e-05,1.3293108547136687e-05,AUTO_APPROVE,0
2.4321966945232515e-05,1.4604377024034174e-05,AUTO_APPROVE,0
2.900271235072675e-05,1.4720165425473053e-05,AUTO_APPROVE,0
7.273220738473659e-05,3.0276668523037915e-05,AUTO_APPROVE,0
0.0010912915742665064,0.0006961284296774534,AUTO_APPROVE,0
0.0002903201839217218,0.00021932763818271306,AUTO_APPROVE,0
4.2379701820512616e-05,2.21510528836778e-05,AUTO_APPROVE,0
2.2845585772302e-05,1.6328116747279182e-05,AUTO_APPROVE,0
2.9119839261208348e-05,2.6614285502196133e-05,AUTO_APPROVE,0
